Company Name,Company Type,Link,About Us,Affiliations,Website,Social Media 1,Social Media 2,Social Media 3,Address,Advisor & Cert Num,Number of Advisors,Number of Xero Certs,Phone Number
D N Woodruff PA,Accountant,https://www.xero.com/advisors/accountant/d-n-woodruff-pa-e5e55fe9153c/,"D N Woodruff PA, aka Woodruff Accounting (WA), is a local CPA firm in Anderson, SC.  With over 30 years of experience, WA can handle your tax, accounting, and payroll needs! WA is known for its integrity, quality service, personal and professional attention and responsiveness. We continually educate ourselves to improve our technical expertise, financial knowledge and service to our clients.",,http://woodruffaccounting.com,,,,"1309 N Boulevard, Anderson, 29621, SC",,,,+1 8643751040
StruFin,Accountant,https://www.xero.com/advisors/accountant/strufin-1bf77d8f0514/,"StruFin is focused on Finance & Accounting Outsourcing (FAO). Apart from working with worldwide SMBs to help them manage their finance processes at global standards, we have a niche set of services that automate the complete e-Com process - appropriate for both small and established Amazon/Online sellers. These services are structured around Xero, and leverage the wide Eco-system of 3rd-Party systems encompassing inventory management, CRM, accounting, taxation etc.; Ownership is the key factor: we value the trust our clients put in us, and take complete responsibility for the processes – giving you the confidence you like having. We are based out of India and provide the following Xero services: 
    1) Xero Setup 
    2) Bookkeeping and Accounting 
    3) Migration or Conversion to Xero  
    4) Xero third-party Integration",,http://www.strufin.com,http://facebook.com/StruFin,https://www.twitter.com/StrufinS,http://linkedin.com/company/strufin,"Baner - Pashan Link Road Baner, The Capital ,B -301,Next to Nano Space IT Park &  Rolling Hills, Pune, 411045, Maharashtra",StruFin advisors: 10 - Xero certifications: 3,10,3,+91 9890684173
SBAI Group,Accountant,https://www.xero.com/advisors/accountant/sbai-group-d874696e5193/,"Approachable tax and accounting services, tailored to your unique requirements. Using best-in-class cloud technology, you will be amazed at how you can run your business while living your best life! We can handle all of your tax, reporting, payroll, bookkeeping and special project needs with vigor. Reach out to us and see how we can best equip you and your thriving business to reach your goals!","American Institute of CPAs, National Association of Tax Professionals",http://www.sbaigroup.com,https://www.facebook.com/silicon.sbai.9,https://www.twitter.com/GroupSBAI,,,,,,
Peritae Accounting & Tax Services,Accountant,https://www.xero.com/advisors/accountant/peritae-accounting-tax-services-41f6466273ab/,"Peritae Accounting & Tax Services is a Xero Certified Partner firm providing simple, secure, cloud-based accounting solutions for the modern business or family office. Our firm strives to maintain client relationships 365 days/year, not just at tax time.; 
    Peritae offers customizable service plans that can be tailored to suit the needs of individuals or businesses, large or small.",National Association of Certified Public Bookkeepers,https://goperitae.com,http://www.facebook.com/goperitae,https://www.linkedin.com/company/peritae/,,"221 Second Street, Suite 7B, Langley, 98260, Washington",,,,+1 360-221-6232
"Parker Business Consulting & Accounting, P.C.",Accountant,https://www.xero.com/advisors/accountant/parker-business-consulting-accounting-pc-a8b76cf70896/,"Every business needs a sound financial foundation to be successful.  Parker Business Consulting & Accounting offers a wide range of accounting services ranging from reviewed financial statements to federal and state tax planning and compliance.  Whether you are just starting or have an established business, count on us to keep a detailed record of your finances.",American Institute of CPAs,https://www.parkerbusinessconsulting.com/,,,,"10265 Kingston Pike, Knoxville, 37922, Tennessee","Parker Business Consulting & Accounting, P.C. advisors: 5 - Xero certifications: 3",5,3,+1 864-470-2122
Berkowitz Pollack Brant Advisors and Accountants,Accountant,https://www.xero.com/advisors/accountant/berkowitz-pollack-brant-advisors-and-accountants-1ea782d52e40/,"With more than 170 accountants, tax specialists and consultants, we are one of the largest accounting firms in South Florida and one of the top 100 firms in the US. Our strength is establishing inter-disciplinary teams comprised of CPAs, finance professionals, senior tax professionals, technical audit specialists, information technology resources, and financial and estate planning experts.",Boomer Technology Circles,http://www.bpbcpa.com/,,,,"200 South Biscayne Boulevard, Sixth Floor, Miami, FL 33131-5310, Miami",,,,+1 3059601216
JRD|CPA,Accountant,https://www.xero.com/advisors/accountant/jrdcpa-a6b8a7d2c1d7/,"Unless you're a CPA yourself, you probably have zero passion for actually doing the accounting for your business.  It's just something that has to be done.  And that's OK.  It's healthy, actually, to feel that way.  But you don't want to just halfway do something that's as important as your company's financials.  On top of that, your time is probably much better spent doing the things that led you to start your business in the first place.  Not keeping the books.  ; 
    Our advice:  FIRE YOUR CFO!  You might say, I don't have a CFO.  Yeah, you do.  Look in the mirror.  Take a long look in the mirror and imagine that person doing more of the things that make him or her feel alive.  Grow your business.  Spend time with family and friends.  Anything but accounting.  
    
    Hire us to be your CFO.  We have the passion.",,http://www.jdentcpa.com,,,,"922 Porter Avenue, Suite 112, Ocean Springs, 39564, Mississippi",JRD|CPA advisors: 3 - Xero certifications: 3,3,3,+1 (228) 875-7816
Fast Easy Accounting,Accountant,https://www.xero.com/advisors/accountant/fast-easy-accounting-2882707c8668/,"Contractor Accounting System Is The Solution you Have Been Looking For! We understand you and we know what keeps you awake at night! Helping you achieve your dreams is our passion!; 
    Contractor Accounting since 1991. https://www.fasteasyaccounting.com/outsourced-xero
    
    If you own a Start-Up, Handyman, Trade or General Contractor Company take our system for 14-day test drive for $9.95. The test drive includes Xero Cloud Accounting, Xero Projects, Xero Workflow Max, phone and email support. https://www.fasteasyaccounting.com/trial 
    
    We get your company set up and running smoothly on Xero with training and support tailored to your needs.
    
    You'll receive personal attention and prompt responses to your phone calls and emails.
    
    We collaborate, educate and build an ongoing relationship with you.",,https://www.fasteasyaccounting.com/xero-contractor-outsourced-accounting,https://www.facebook.com/TheContractorsAccountant,https://www.twitter.com/fasteasyaccting,https://www.linkedin.com/in/randaldehart,"19909 64th Avenue West, Suite 201, Lynnwood, 98036, Washington",Fast Easy Accounting advisors: 4 - Xero certifications: 3,4,3,+1 800-361-1770
Paramount Tax and Accounting LLC,Accountant,https://www.xero.com/advisors/accountant/paramount-tax-and-accounting-llc-0b5cdb29c35c/,"Paramount Tax and Accounting LLC offers expert advice and guidance for tax preparation, tax planning, IRS representation and accounting services. Our associates are both Enrolled Agents and Certified Financial Planners. We have the expertise and depth of knowledge to provide unique insights into your business from a strategic tax and financial planning perspective.","Financial Planning Association, National Association of Enrolled Agents, National Association of Tax Professionals",http://www.paramounttax.com/,https://www.facebook.com/paramounttax,,,"4315 South Lee Street, Suite 400, Buford, 30518, Georgia",Paramount Tax and Accounting LLC advisors: 9 - Xero certifications: 2,9,2,+1 6787078044
NBAC Corporation,Accountant,https://www.xero.com/advisors/accountant/nbac-corporation-0af466558c23/,"NBAC Corporation is a unique international business advisory and boutique consulting firm that specializes in cross-border business, tax and personal finance services for small-to-mid-size companies and individuals doing business in the United States.; We offer both domestic and international clients uncompromising expertise, the resources of a large company with the service of a boutique firm, multicultural understanding and multi-lingual services, and a confident, transparent business relationship in order to provide high quality service through dedication and accountability.",,http://www.nbaccorp.com,https://www.facebook.com/NBACCorp/,https://www.twitter.com/NBAC_Corp,https://www.linkedin.com/company-beta/2265492/,"1700 Rockville Pike, Suite 110, Rockville, 20852, Maryland",NBAC Corporation advisors: 12 - Xero certifications: 2,12,2,+1 301-977-0090
